# 洪武正韻譯訓字表
# v20200322
# Compiled by hhliow (github.com/hhliow)
# license: cc by-sa 4.0
# Trailing ' denotes 全濁上聲 syllables pronounced as 去聲.
# Modern vocalization (e. g. that found in theatry and Southwest Mandarin) may
#   palatalize or frictivize /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ /y/,
#   merge syllable codae -p -t -k to [ʔ],
#   drop breathiness in /ʂʱ/ /ʃʱ/ /sʱ/ /fʱ/ /ɦ/, and
#   merge /iaw/ and /iɛw/.
# Credits:
#   The gloss is adapted from digitalized text of 洪武正韻 in Kanseki Repository.
#   Digitalization and transliteration of 洪武正韻譯訓 syllabary is done by hhliow (github.com/hhliow).
# Reference:
#   成元慶 洪武正韻譯訓音研究
#   高田時雄 明末官話調值小考
char	譯訓	ipa	gloss
瞑	면〮	miɛn˨˦	瞑眩亦作泯又先庚梗敬韻
泯	면〮	miɛn˨˦	眩泯目不安司馬相如傳視眩泯而亡見又眞軫韻
面	면〮	miɛn˨˦	顏面又向也首也亦作靣如淳曰君臣位南北面賔主位東西面凡物皆有背有面又相背曰面項羽傳馬童面之顏師古曰面謂背之不面向也面縛亦謂反偝而縛之杜預以爲但見其面非也劉邠刋誤曰面謂直向之耳後世以相向爲當面相背爲背面杜甫詩當面論心背面笑又方面當四方之一面也又史記田儋傳有云南靣稱孤字作靣
偭	면〮	miɛn˨˦	鄉也亦作面又背也離騷偭規矩以改錯賈誼賦偭蟂獺以隱處面與偭義異者可分押之又揚子假側偭焉文選離騷偭規矩而改錯字皆作偭
選	ᄼᆑᆫ〮	syuɛn˨˦	須絹切擇也又銓官也又白選貨貝名禮記選賢與能音宣面切論語選於衆音息戀切又王制選士或作撰饌又銑韻
𦌔	ᄼᆑᆫ〮	syuɛn˨˦	綱也以羂獸足又銑韻俗作𦌔
縓	ᅔᆑᆫ〮	tsʰyuɛn˨˦	取絹切一染紅赤黃色也檀弓黃裏縓緣纁之類釋文淺赤色今之紅也與茜相近又先韻
旋	ᄽᆑᆫ〮	sʱyuɛn˨˦	隨戀切遶也又先韻
還	ᄽᆑᆫ〮	sʱyuɛn˨˦	遶也圍也通作旋莊子相與還而觀之又刪先諫韻
漩	ᄽᆑᆫ〮	sʱyuɛn˨˦	水回亦作漩又作旋杜甫最能行撇旋捎濆無險阻又先韻
㳬	ᄽᆑᆫ〮	sʱyuɛn˨˦	又先韻
扇	ᄾᅧᆫ〮	ʃiɛn˨˦	式戰切箑也一名搊搊側九切又吹揚也劉蕡策太和於仁壽又與煽同班固叙傳梁籍扇烈又竹葦門曰扇月令仲春乃脩闔注用木曰闔用竹葦曰扇俗作扇
煽	ᄾᅧᆫ〮	ʃiɛn˨˦	熾盛詩豔妻煽方處又先韻
繟	ᅕᅧᆫ〮	tʃʰiɛn˨˦	天戰切寛綽又帶緩又銑韻
戰	ᅐᅧᆫ〮	tʃiɛn˨˦	之膳切戰闘左傳皆陳曰戰又懼也恐也亦作單又戰掉亦作顫
單	ᅐᅧᆫ〮	tʃiɛn˨˦	列子墨杘單至張湛曰輕發也殷敬順曰單激之至竝音戰又見下
顫	ᅐᅧᆫ〮	tʃiɛn˨˦	頭不正又四支寒掉又先韻
𩥇	ᅐᅧᆫ〮	tʃiɛn˨˦	馬臥土中
襢	ᅐᅧᆫ〮	tʃiɛn˨˦	丹縠衣亦作展襌又銑產諫韻
𧝑	ᅐᅧᆫ〮	tʃiɛn˨˦	又銑韻
展	ᅐᅧᆫ〮	tʃiɛn˨˦	周禮内司服展衣又銑韻
襌	ᅐᅧᆫ〮	tʃiɛn˨˦	又刪韻
繕	ᄿᅧᆫ〮	ʃʱiɛn˨˦	時載切補也編也緝也左傳隱元年繕甲兵具卒乗成十六年𥙷卒乗繕甲兵繕治也詩鄭風叔于田序繕甲治兵注繕之言善也繕蓋整緝補治之也編錄文籍謂之繕寫又敬韻
膳	ᄿᅧᆫ〮	ʃʱiɛn˨˦	具食又美食物廣韻食也文王世子食下問所膳注問所食者周禮膳夫注膳之言善也今時美物曰珍膳掌王之食飲膳羞注膳牲肉也亦作饍善又銑韻俗作膳
饍	ᄿᅧᆫ〮	ʃʱiɛn˨˦	又銑韻俗作饍
善	ᄿᅧᆫ〮	ʃʱiɛn˨˦	莊子至樂篇具太牢以爲善又取善曰善亦作譱又銑韻俗作善或作善凡从善者皆然
譱	ᄿᅧᆫ〮	ʃʱiɛn˨˦	又銑韻
擅	ᄿᅧᆫ〮	ʃʱiɛn˨˦	專也据也又荀子堯舜擅遜注擅與禪同墠義亦同謂除地爲墠告天而傳位也後因謂之禪位
禪	ᄿᅧᆫ〮	ʃʱiɛn˨˦	封禪築土曰封除地曰禪古者天子巡守至于四岳則封太山而祭天禪小山而祭山川舜典曰歳二月東巡守至于岱宗柴望秩于山川是也齊桓公欲封太山管仲設辭以拒之謂非有符瑞不可封禪非也至秦始皇惑於神仙之說欲禱祠以求長生遂以封禪爲異典失之遠矣亦作䄠又傳與也亦作儃嬗又見先韻俗作禪凡从示者皆然
䄠	ᄿᅧᆫ〮	ʃʱiɛn˨˦	文穎曰祭也晉灼曰古禪字元鼎二年脩天文䄠師古曰朝日夕月即天文禪之謂也
儃	ᄿᅧᆫ〮	ʃʱiɛn˨˦	傳與也與禪同揚子允哲堯儃舜之重又剛先產諫韻
嬗	ᄿᅧᆫ〮	ʃʱiɛn˨˦	漢律厯志堯嬗舜以天下又先韻
墠	ᄿᅧᆫ〮	ʃʱiɛn˨˦	除地禮記去壇爲墠又銑韻
壇	ᄿᅧᆫ〮	ʃʱiɛn˨˦	又刪銑諫韻
樿	ᄿᅧᆫ〮	ʃʱiɛn˨˦	木名禮記樿杓櫛用樿又銑韻
單	ᄿᅧᆫ〮	ʃʱiɛn˨˦	人姓又單父縣名又删先產銑韻
鄯	ᄿᅧᆫ〮	ʃʱiɛn˨˦	鄯善西域國名又銑韻俗作鄯
囀	ᅐᆑᆫ〮	tʃyuɛn˨˦	株戀切韻也又鳥吟
剸	ᅐᆑᆫ〮	tʃyuɛn˨˦	同上切截也斷也又見寒韻及先銑韻
轉	ᅐᆑᆫ〮	tʃyuɛn˨˦	運也又遷轉又車上衣裝曰轉左傳襄二十四年踞轉而鼓琴又銑韻
傳	ᅐᆑᆫ〮	tʃyuɛn˨˦	驛遞郵馬也古者以車駕馬乘詣京師謂之傳車其後又置單馬乘之謂之驛騎若今之逓馬也凡四馬高足爲置傳中足爲馳傳下足爲乘傳一馬二馬爲軺傳漢律諸當乘傳及發駕置傳者皆持尺五寸木傳信封以御史大夫印章其乘傳參封之參三也有期㑹累封兩端端各兩封凡四封乘置馳傳五封之兩端各二中央一軺傳兩馬再封之一馬一封以馬駕軺車而乘傳曰一封軺傳又爲關傳之傳張晏曰傳信也若今過所也如淳曰兩行書繪帛分持其一出入關合之乃得過謂之傳又見下又先韻
釧	ᅕᆑᆫ〮	tʃʰyuɛn˨˦	樞絹切臂鐶
竁	ᅕᆑᆫ〮	tʃʰyuɛn˨˦	穿土爲壙也又隊韻
穿	ᅕᆑᆫ〮	tʃʰyuɛn˨˦	貫也亦作串又先韻
串	ᅕᆑᆫ〮	tʃʰyuɛn˨˦	又翰諫韻
饌	ᅑᆑᆫ〮	dʒyuɛn˨˦	除戀切饔具亦作𦠆𥲻籑又產銑韻
𦠆	ᅑᆑᆫ〮	dʒyuɛn˨˦	見儀禮又產韻
𥲻	ᅑᆑᆫ〮	dʒyuɛn˨˦	漢元后傳𥲻食堂名長壽宮又𥲻述漢書班固探𥲻前記又產韻
籑	ᅑᆑᆫ〮	dʒyuɛn˨˦	同上又與撰同司馬遷父子繼籑其職又產韻
撰	ᅑᆑᆫ〮	dʒyuɛn˨˦	撰述亦作𥲻籑譔四字義同不得重押義異者非又具也亦作僎又旱銑產韻
譔	ᅑᆑᆫ〮	dʒyuɛn˨˦	同上又專敬也又先產銑韻
僎	ᅑᆑᆫ〮	dʒyuɛn˨˦	廣韻具也又眞銑韻
僝	ᅑᆑᆫ〮	dʒyuɛn˨˦	廣韻具也見也書共工方鳩僝功陸音仕簡切音撰撰又產韻
襈	ᅑᆑᆫ〮	dʒyuɛn˨˦	衣緣
𤲬	ᅀᆑᆫ〮	ʒyuɛn˨˦	儒轉切城下田亦作𤲬壖又先銑箇韻
愞	ᅀᆑᆫ〮	ʒyuɛn˨˦	柔怯漢武帝天漢三年鴈門太守坐畏愞棄市又見銑旱翰箇韻亦作偄儒
纏	ᅑᅧᆫ〮	dʒiɛn˨˦	直碾切約也繳也又先韻
邅	ᅑᅧᆫ〮	dʒiɛn˨˦	廣韻逐也又先韻
傳	ᅑᆑᆫ〮	dʒyuɛn˨˦	柱戀切訓也續也逓也春秋有三傳詩毛氏傳書孔子傳漢有傳記博士皆謂訓傳也孟子傳食於諸侯謂逓續祿食也又紀載事迹以傳于世亦曰傳諸史列傳是也
瑑	ᅑᆑᆫ〮	dʒyuɛn˨˦	圭璧上起文又銑韻俗作瑑
譴	켠〮	kʰiɛn˨˦	詰戰切問也責也怒也誚也賈誼傳大譴大何
遣	켠〮	kʰiɛn˨˦	將葬而祭曰遣奠旣祭乃包牲體載之以車隨柩而行曰遣車擅弓國君七个遣車七乗大夫五个遣車五乗注人臣賜車馬者乃得有遣車个謂所包遣奠牲體之數也廣韻云人臣賜車馬曰遣車誤矣又銑韻
繾	켠〮	kʰiɛn˨˦	詩以謹繾綣
俔	켠〮	kʰiɛn˨˦	譬諭也詩俔天之妹又輕甸切又銑韻
牽	켠〮	kʰiɛn˨˦	挽也引也亦作掔又挽舟索一名百丈又先韻
掔	켠〮	kʰiɛn˨˦	俗作又與牽同又見刪先諫韻
涀	켠〮	kʰiɛn˨˦	水出高陵
菣	켠〮	kʰiɛn˨˦	香高也集韻亦作又震韻
倦	ᄁᆑᆫ〮	gyuɛn˨˦	逵眷切罷也猒也懈也亦作勌劵俗作倦
劵	ᄁᆑᆫ〮	gyuɛn˨˦	考工記輈人左不劵後鄭云今倦字下从力
惓	ᄁᆑᆫ〮	gyuɛn˨˦	列子惓則飮神又先韻
韏	ᄁᆑᆫ〮	gyuɛn˨˦	爾雅革中辨謂之韏廣韻緣鞾縫又銑韻
圈	ᄁᆑᆫ〮	gyuɛn˨˦	同上切畜閑也又見先銑韻
健	껸〮	giɛn˨˦	渠建切亢也强也有力也不倦也又銑韻
楗	껸〮	giɛn˨˦	限門木又銑韻
便	뼌〮	biɛn˨˦	毗面切宜也順也安也利也又卽也莊子未甞見舟而便操之也又近便也又先韻
卞	뼌〮	biɛn˨˦	地名又姓又手搏爲卞漢甘延壽試卞爲期門又躁疾左傳邾莊公卞急而好絜又寒韻
汴	뼌〮	biɛn˨˦	水名在陳留秦爲三川郡漢爲陳留郡東魏置梁州後周改爲汴州宋爲京師
汳	뼌〮	biɛn˨˦	說文與汴同唐史李晟賛李希烈訌鄭如汳又諫韻
弁	뼌〮	biɛn˨˦	冠也又手升合也皮弁以鹿皮爲之象人之弁合也周禮眡朝則皮弁服茍子士皮弁服楊倞曰皮弁謂以白鹿皮爲冠象上古也又寒韻
抃	뼌〮	biɛn˨˦	拊手亦作拚古作卞
拚	뼌〮	biɛn˨˦	又剛震韻
㭓	뼌〮	biɛn˨˦	柱上欂櫨
笲	뼌〮	biɛn˨˦	竹器笥屬又剛產韻
昪	뼌〮	biɛn˨˦	日光貌
忭	뼌〮	biɛn˨˦	喜樂貌
薦	ᅎᅧᆫ〮	tsiɛn˨˦	作甸切籍也進也又草稠曰薦深曰莽漢景帝紀廣薦大莽唐契苾何力傳逐薦草美水以爲生又甘美草三蒼云六畜所食曰薦又薦席藳曰薦莞曰席又見上又震韻
箭	ᅎᅧᆫ〮	tsiɛn˨˦	竹高一丈節高三尺可爲矢爾雅東南之美者有會稽之竹箭今人因謂矢爲箭
濺	ᅎᅧᆫ〮	tsiɛn˨˦	水激灑也又先韻
湔	ᅎᅧᆫ〮	tsiɛn˨˦	沾也又先韻
煎	ᅎᅧᆫ〮	tsiɛn˨˦	熬也甲煎也又先銑韻
鬋	ᅎᅧᆫ〮	tsiɛn˨˦	鬢也宋玉招魂長髪曼鬋豔陸離又先銑韻
搢	ᅎᅧᆫ〮	tsiɛn˨˦	揷也亦作縉文震韻
戩	ᅎᅧᆫ〮	tsiɛn˨˦	方言福禄謂之戩穀
嘯	ᄼᅧᇢ〮俗ᄼᅣᇢ〮	siɛw˨˦	蘇弔切吹聲亦作歗又質韻
歗	ᄼᅧᇢ〮俗ᄼᅣᇢ〮	siɛw˨˦	同上詩其歗也歌箋云歗蹙口而出聲一本作嘯
笑	ᄼᅧᇢ〮俗ᄼᅣᇢ〮	siɛw˨˦	喜而解顏啓齒也又嗤也哂也亦作咲关案篆文从竹从夭非从犬也監本从犬誤
咲	ᄼᅧᇢ〮俗ᄼᅣᇢ〮	siɛw˨˦	漢書揚雄傳咲而應之又曰士有不談正道者則樵夫咲之又作关薛宣傳一关相樂
肖	ᄼᅧᇢ〮俗ᄼᅣᇢ〮	siɛw˨˦	骨肉相似亦作宵俏又蕭韻
宵	ᄼᅧᇢ〮俗ᄼᅣᇢ〮	siɛw˨˦	漢刑法志人宵天地之䫉應劭曰宵類頭圜象天足方象地又蕭韻
俏	ᄼᅧᇢ〮俗ᄼᅣᇢ〮	siɛw˨˦	列子佹佹成俏俏成也初非成也佹佹敗者俏敗也初非敗也故迷生於俏張湛曰惑其似成敗而不能辯迷之所由也
鞘	ᄼᅧᇢ〮俗ᄼᅣᇢ〮	siɛw˨˦	刀室亦作韒削又爻韻
削	ᄼᅧᇢ〮俗ᄼᅣᇢ〮	siɛw˨˦	漢書質氏以洒削而鼎食又効藥韻
弔	뎌ᇢ〮俗댜ᇢ〮	tiɛw˨˦	多嘯切問終廣韻弔生曰唁弔死曰弔傷也愍也至也又陌韻毛曰弔字去入二音皆訓至左傳率羣不弔之人杜預曰弔至也釋文無音又上天不弔周詩不弔昊天書不弔天降割于我家言不爲天所閔弔又言不至天廣韻弔字多嘯切又音的孟子誅其君而弔其民明日出弔於東郭氏竝無音皆可通用
釣	뎌ᇢ〮俗댜ᇢ〮	tiɛw˨˦	鉤魚也
蔦	뎌ᇢ〮俗댜ᇢ〮	tiɛw˨˦	寄生草
糶	텨ᇢ〮俗탸ᇢ〮	tʰiɛw˨˦	他弔切賣米穀
眺	텨ᇢ〮俗탸ᇢ〮	tʰiɛw˨˦	目不至也又視也望也又篠韻
覜	텨ᇢ〮俗탸ᇢ〮	tʰiɛw˨˦	視也通作眺周禮典瑞注大夫衆曰頫寡來曰聘說文云諸侯三年大相聘也案周禮宗伯殷頫曰視注殷頫謂一服朝之嵗以朝者少諸侯乃使卿以大禮衆聘焉釋文有平去二音秋官行人殷頫以除邦國之慝釋文獨音去聲典瑞頫聘亦獨音去聲當依宗伯平去二音通用又蕭韻
窱	텨ᇢ〮俗탸ᇢ〮	tʰiɛw˨˦	䆗窱深也遠也又篠韻
趒	텨ᇢ〮俗탸ᇢ〮	tʰiɛw˨˦	越也亦作跳又篠韻
跳	텨ᇢ〮俗탸ᇢ〮	tʰiɛw˨˦	又蕭韻
窕	텨ᇢ〮俗탸ᇢ〮	tʰiɛw˨˦	輕窕又與窱同荀子充盈大宇而不窕又蕭篠韻
頫	텨ᇢ〮俗탸ᇢ〮	tʰiɛw˨˦	廣韻低頭聽又語韻
調	뗘ᇢ〮俗땨ᇢ〮	diɛw˨˦	杜弔切選也音調樂律也才調韻致也筭度也又蕭尤韻
掉	뗘ᇢ〮俗땨ᇢ〮	diɛw˨˦	顫也搖也又篠藥韻
銚	뗘ᇢ〮俗땨ᇢ〮	diɛw˨˦	燒器又蕭韻
蓧	뗘ᇢ〮俗땨ᇢ〮	diɛw˨˦	草器論語以杖荷蓧
藋	뗘ᇢ〮俗땨ᇢ〮	diɛw˨˦	草名左傳斬之蓬蒿蔾藋而共處
糴	뗘ᇢ〮俗땨ᇢ〮	diɛw˨˦	員穀米又姓左傳成十年晉侯使糴茷如楚又陌韻
料	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	力弔切計也量也理也祿料也又蕭韻
嘹	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	鳴也又聞遠聲廣韻病呼又蕭韻
𦌒	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	魚罟
鐐	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	廣韻美金又蕭韻
鷯	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	爾雅鶉一名鷯其雄曰鵲又蕭韻
嫽	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	廣韻嫽悷說文女字方言靑徐之閒謂好爲嫽又見篠韻
璙	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	玉名又蕭韻
膫	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	炙也見廣韻又蕭韻
燎	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	照也又縱火也火熾也又庭燎亦作尞燎周禮司烜氏邦之大事共墳燭庭燎鄭司農曰墳與蕡同麻燭也鄭康成曰墳大也植於門外曰大燭於門内曰庭燎皆所以照衆爲明又蕭蓧韻
尞	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	漢志省費尞火注尞以爲明火以爲温爲冬寒也又曰尞禋有常用
轑	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	漢杜欽傳熏轑天下又蕭爻巧韻
𥛰	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	禉𥛰燔柴祭天周禮作燎說文作尞
療	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	治病亦作𤻲又作樂
樂	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	詩可以樂飢毛音洛鄭力召切又效藥韻
廖	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	人姓又蕭韻
繚	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	繞也纏也莊子繚意絕體而爭又蕭蓧韻
熮	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	火貌見廣韻又蕭韻
獠	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	宵獵相如賦羣相與獠於蕙圃文穎曰宵獵爲獠顏師古音力笑切劉仲馮曰獠雖宵獵之名此則直言獵耳又蕭巧韻
㙩	려ᇢ〮俗랴ᇢ〮	liɛw˨˦	周垣
澆	ᅌᅧᇢ〮俗ᅌᅣᇢ〮	ŋiɛw˨˦	五弔切寒浞子名又蕭韻
溺	녀ᇢ〮俗냐ᇢ〮	niɛw˨˦	奴弔切溲便漢高祖溺儒冠韓安國傳卽溺之又陌藥韻今俗作溺
竅	켜ᇢ〮俗캬ᇢ〮	kʰiɛw˨˦	苦弔切穴也空也
𢶡	켜ᇢ〮俗캬ᇢ〮	kʰiɛw˨˦	擊也公羊傳宣六年注摮猶𢶡也
叫	겨ᇢ〮俗갸ᇢ〮	kiɛw˨˦	古弔切呼也周禮作嘂漢息夫躬傳作嘄
嘂	겨ᇢ〮俗갸ᇢ〮	kiɛw˨˦	同上又大塤謂之嘂
嘄	겨ᇢ〮俗갸ᇢ〮	kiɛw˨˦	
噭	겨ᇢ〮俗갸ᇢ〮	kiɛw˨˦	同上莊子噭噭然隨而哭之廣韻深聲又喙也數馬以噭漢書貨殖傳馬蹏噭千唐崔光遠傳得馬二千噭
徼	겨ᇢ〮俗갸ᇢ〮	kiɛw˨˦	循也掠也境也小路也邏卒曰游徼論語惡徼以爲知者孔安國曰徼抄也抄人之意以爲己有朱氏曰徼伺察也雖音古堯切然韻中平去二音皆本此義合從通用又蕭韻
橋	겨ᇢ〮俗갸ᇢ〮	kiɛw˨˦	桔橰也曲禮奉席如橋衡又與矯同又蕭篠韻
撟	겨ᇢ〮俗갸ᇢ〮	kiɛw˨˦	輮也與矯同考工記弓人撟幹欲熟於火又篠韻
矯	겨ᇢ〮俗갸ᇢ〮	kiɛw˨˦	同上又詐也又强亢貌高舉貌又蕭篠韻
要	ᅙᅧᇢ〮俗ᅙᅣᇢ〮	ʔiɛw˨˦	一笑切樞要也凡要也要㑹也周禮月有要又契劵也約也論語久要不忘平生之言又欲也又蕭韻
穾	ᅙᅧᇢ〮俗ᅙᅣᇢ〮	ʔiɛw˨˦	同上切深也又隱暗處又室東南隅又複室也宋玉九辯冬有穾夏亦作窔宎㝔又篠韻
窔	ᅙᅧᇢ〮俗ᅙᅣᇢ〮	ʔiɛw˨˦	爾雅東南隅謂之窔荀子奥窔之間又篠韻
宎	ᅙᅧᇢ〮俗ᅙᅣᇢ〮	ʔiɛw˨˦	同上又也莊子鶉生於穾亦作窔又蕭篠韻
㝔	ᅙᅧᇢ〮俗ᅙᅣᇢ〮	ʔiɛw˨˦	與窔同
約	ᅙᅧᇢ〮俗ᅙᅣᇢ〮	ʔiɛw˨˦	信也周禮司約注約言語之約束也音於妙切二音如字其職曰掌邦國及萬民之約劑注劑劵書也約於妙切依前注釋文合作兩音通用又藥韻
陗	ᅔᅧᇢ〮俗ᅔᅣᇢ〮	tsʰiɛw˨˦	七肖切峻也亦作峭
悄	ᅔᅧᇢ〮俗ᅔᅣᇢ〮	tsʰiɛw˨˦	急也又篠韻
哨	ᅔᅧᇢ〮俗ᅔᅣᇢ〮	tsʰiɛw˨˦	口不正又黯口壺一曰不正貌禮記枉矢哨壺又多言貌揚子禮儀哨哨有兩音又蕭韻
篍	ᅔᅧᇢ〮俗ᅔᅣᇢ〮	tsʰiɛw˨˦	竹簫洛陽亭長所吹又蕭尤韻
㴥	ᅔᅧᇢ〮俗ᅔᅣᇢ〮	tsʰiɛw˨˦	峻波也
俏	ᅔᅧᇢ〮俗ᅔᅣᇢ〮	tsʰiɛw˨˦	俏措好貌
醮	ᅎᅧᇢ〮俗ᅎᅣᇢ〮	tsiɛw˨˦	子肖切冠娶祭名酌而無酬酢曰醮禮記醮於客位冠禮也父親醮子而命之迎昏禮也字本作
釂	ᅎᅧᇢ〮俗ᅎᅣᇢ〮	tsiɛw˨˦	飲酒盡爵
皭	ᅎᅧᇢ〮俗ᅎᅣᇢ〮	tsiɛw˨˦	白色又藥韻
燋	ᅎᅧᇢ〮俗ᅎᅣᇢ〮	tsiɛw˨˦	灼龜炬又蕭藥韻
爝	ᅎᅧᇢ〮俗ᅎᅣᇢ〮	tsiɛw˨˦	苣火又藥韻
僬	ᅎᅧᇢ〮俗ᅎᅣᇢ〮	tsiɛw˨˦	行蹙促貌禮記庶人僬僬又蕭韻
灂	ᅎᅧᇢ〮俗ᅎᅣᇢ〮	tsiɛw˨˦	考工記軌中有灂
𥡤	ᅎᅧᇢ〮俗ᅎᅣᇢ〮	tsiɛw˨˦	物縮小也
嚼	ᅏᅧᇢ〮俗ᅏᅣᇢ〮	dziɛw˨˦	在笑切咀嚼亦作噍又藥韻
噍	ᅏᅧᇢ〮俗ᅏᅣᇢ〮	dziɛw˨˦	漢書襄城無噍類如淳曰靑州俗謂無孑遺爲無噍類言無復有活而噍食者也陳子昂傳彫甿遺噍又蕭韻
譙	ᅏᅧᇢ〮俗ᅏᅣᇢ〮	dziɛw˨˦	以辭相責亦作誚又蕭韻
少	ᄾᅧᇢ〮俗ᄾᅣᇢ〮	ʃiɛw˨˦	失照切老少之少又篠韻
燒	ᄾᅧᇢ〮俗ᄾᅣᇢ〮	ʃiɛw˨˦	爇也又野火曰燒又蕭韻
照	ᅐᅧᇢ〮俗ᅐᅣᇢ〮	tʃiɛw˨˦	之笑切明所燭也亦作炤曌昭又夕陽曰晚照
炤	ᅐᅧᇢ〮俗ᅐᅣᇢ〮	tʃiɛw˨˦	又蕭藥韻
昭	ᅐᅧᇢ〮俗ᅐᅣᇢ〮	tʃiɛw˨˦	明也中庸亦孔之昭有平去二音又蕭篠韻
詔	ᅐᅧᇢ〮俗ᅐᅣᇢ〮	tʃiɛw˨˦	上命也導也勴也毛曰詔者古人上下通用周禮太宰之職以八柄詔王馭羣臣注詔告也師氏掌以媺詔王注告王以善道也莊子曰子不聽父之詔又曰父詔其子如淳曰詔告也敎也自秦漢而下唯天子獨稱之應劭曰諸以材伎召未有正官故曰待詔自漢至唐遂有待詔之名又指播告之書爲詔文中子續書有詔是也又蕭篠韻
邵	ᄿᅧᇢ〮俗ᄿᅣᇢ〮	ʃʱiɛw˨˦	實照切說文邑名从邑召聲又姓亦作召
劭	ᄿᅧᇢ〮俗ᄿᅣᇢ〮	ʃʱiɛw˨˦	勸勉也漢書劭農又蕭韻
紹	ᄿᅧᇢ〮俗ᄿᅣᇢ〮	ʃʱiɛw˨˦	繼也又介紹亦作佋又篠韻書紹復先王之大業左傳序紹開中興無音通用之
繞	ᄿᅧᇢ〮俗ᄿᅣᇢ〮	ʃʱiɛw˨˦	同上切旋遶後漢書遶出延岑軍後又紆回廣韻卷取物貌又篠韻
遶	ᄿᅧᇢ〮俗ᄿᅣᇢ〮	ʃʱiɛw˨˦	圍遶之也亦作繞又篠韻
饒	ᄿᅧᇢ〮俗ᄿᅣᇢ〮	ʃʱiɛw˨˦	廣韻饒益又豐也賸也又蕭韻
召	ᅑᅧᇢ〮俗ᅑᅣᇢ〮	dʒiɛw˨˦	直笑切呼也
趙	ᅑᅧᇢ〮俗ᅑᅣᇢ〮	dʒiɛw˨˦	國名又篠韻
燿	여ᇢ〮俗야ᇢ〮	jiɛw˨˦	弋笑切光照又炫燿漢書燿名譽亦作曜耀又蟲光似螢詩熠燿宵行又鮮明貌詩熠燿其羽
曜	여ᇢ〮俗야ᇢ〮	jiɛw˨˦	同上又日光又日曰曜靈
耀	여ᇢ〮俗야ᇢ〮	jiɛw˨˦	同上又光燄左傳光遠而自他有耀者也言光者必燭於遠自他物映之乃有炫耀俗作耀
𤾫	여ᇢ〮俗야ᇢ〮	jiɛw˨˦	白色
鷂	여ᇢ〮俗야ᇢ〮	jiɛw˨˦	鷙鳥又蕭韻
姚	여ᇢ〮俗야ᇢ〮	jiɛw˨˦	嫖姚官名漢霍去病爲嫖姚校尉亦作票姚荀悦漢記作票鷂嫖姚勁疾貌竝音去聲又蕭韻
嶠	껴ᇢ〮俗꺄ᇢ〮	giɛw˨˦	渠廟切山銳而高又陵絶水曰嶠廣韻亦作㠐又蕭韻
轎	껴ᇢ〮俗꺄ᇢ〮	giɛw˨˦	車又籃輿漢淮南王安諫擊閩越書輿轎而隃領雖音橋今閩淅語音實與去聲同合從通用又蕭韻
穚	껴ᇢ〮俗꺄ᇢ〮	giɛw˨˦	井上桔橰曲禮奉席如穚衡
勡	펴ᇢ〮俗퍄ᇢ〮	pʰiɛw˨˦	匹妙切攻劫通作剽又蕭韻
剽	펴ᇢ〮俗퍄ᇢ〮	pʰiɛw˨˦	賈誼傳剽吏而奪之金音頻妙切誤又蕭篠韻
僄	펴ᇢ〮俗퍄ᇢ〮	pʰiɛw˨˦	輕也亦作嫖又蕭韻
漂	펴ᇢ〮俗퍄ᇢ〮	pʰiɛw˨˦	浮也又水中擊絮韓信寄食於漂母又蕭韻
摽	펴ᇢ〮俗퍄ᇢ〮	pʰiɛw˨˦	擊也廣韻摽落又蕭爻篠韻
彯	펴ᇢ〮俗퍄ᇢ〮	pʰiɛw˨˦	畫也彌笑切管之小者又蕭韻
𤐫	펴ᇢ〮俗퍄ᇢ〮	pʰiɛw˨˦	輕脃周禮草人糞種輕𤐫用大又蕭韻
驃	뼈ᇢ〮俗뺘ᇢ〮	biɛw˨˦	毗召切勁疾貌亦作票嫖
票	뼈ᇢ〮俗뺘ᇢ〮	biɛw˨˦	票姚又蕭韻
嫖	뼈ᇢ〮俗뺘ᇢ〮	biɛw˨˦	嫖姚
妙	며ᇢ〮俗먀ᇢ〮	miɛw˨˦	彌笑切神化不測也易神也者妙萬物而爲言者也又奇妙巧妙又好也小也微也亦作眇又精盡也荀子議兵妙之以節
眇	며ᇢ〮俗먀ᇢ〮	miɛw˨˦	漢元帝窮極幼眇音要又摠五經之妙論又篠韻
