CEDICT with Classical Mandarin pronunciation (中州音)		
v20200702		
Trascription curated by Hien-haw Liow		
License: cc-by-sa 3.0		
character	pronunciation	gloss
額爾金	ŋəʔᵏ˩ ɻ˥˧ kim	/James Bruce, 8th Earl of Elgin (1811-1863), British High Commissioner to China who ordered the looting and destruction of the Old Winter Palace Yuanmingyuan 圓明園|圆明园 in 1860/Thomas Bruce, 7th Earl of Elgin (1766-1841), who stole the Parthenon Marbles in 1801-1810/
額角	ŋəʔᵏ˩ kiɒʔᵏ	/forehead/temples/
額頭	ŋəʔᵏ˩ tʱəw˩	/forehead/
額骨	ŋəʔᵏ˩ kuʔᵗ	/frontal bone (forehead)/
顏	(ŋ)jian˩	/surname Yan/
顏	(ŋ)jian˩	/color/face/countenance/
顏文字	(ŋ)jian˩ vun˩ dzɨ˨˦	/Japanese-style emoticon, e.g. (⇀‸↼‶)/
顏淵	(ŋ)jian˩ ʔyuɛn	/Yan Yuan (521-481 BC), disciple of Confucius 孔夫子, also known as 顏回|颜回/
顏色	(ŋ)jian˩ ʂəʔᵏ	/color/countenance/appearance/facial expression/pigment/dyestuff/
顏面	(ŋ)jian˩ miɛn˨˦	/face/prestige/
顏面掃地	(ŋ)jian˩ miɛn˨˦ saw˥˧ di˨˦	/lit. for one's face to reach rock bottom/to be thoroughly discredited (idiom)/
顏體	(ŋ)jian˩ tʰi˥˧	/Yan Style (in Chinese calligraphy)/
顑	hiam˥˧	/yellow/
顒	ŋyuŋ˩	/grand/majestic/just/stern/
顓	tʃyuɛn	/surname Zhuan/
顓	tʃyuɛn	/good/simple/
顓頊	tʃyuɛn hyuʔᵏ	/Zhuan Xu, one of the Five Legendary Emperors 五帝, grandson of the Yellow Emperor 黃帝|黄帝, trad. reigned 2513-2435 BC/
顗	(ŋ)ji˥˧	/pleasing/respectful manner/
願	(ŋ)jyuɛn˨˦	/to hope/to wish/to desire/hoped-for/ready/willing/
願心	(ŋ)jyuɛn˨˦ sim	/a wish/a request (to a deity)/
顜	kiaw˨˦	/honest/upright/
類	lui˨˦	/kind/type/class/category/similar/like/to resemble/
類人猿	lui˨˦ ʒin˩ jyuɛn˩	/hominid/
類器官	lui˨˦ kʰi˨˦ kwɔn	/organoid (regenerative medicine)/
類固醇	lui˨˦ ku˨˦ ʃʱyun˩	/steroid/
類型	lui˨˦ ɦiŋ˩	/type/category/genre/form/style/
類星體	lui˨˦ siŋ tʰi˥˧	/quasar/
類書	lui˨˦ ʃy	/reference book consisting of material quoted from many sources, arranged by category (about 600 of which were compiled between the 3rd and 18th centuries in China)/
類球面	lui˨˦ kʱiw˩ miɛn˨˦	/prolate spheroid (math.)/
類目	lui˨˦ muʔᵏ˩	/category/
類篇	lui˨˦ pʰiɛn	/Leipian, Chinese character dictionary with 31,319 entries, compiled by Sima Guang 司馬光|司马光 et al in 11th century/
顣	tsyuʔᵏ	/frown/
顦	tsʱiɛw˩	/variant of 憔/
顧	ku˨˦	/surname Gu/
顧	ku˨˦	/to look after/to take into consideration/to attend to/
顧全	ku˨˦ tsʱyuɛn˩	/to give careful consideration to/to display thoughtfulness towards/
顧及	ku˨˦ giʔᵖ˩	/to take into consideration/to attend to/
顧問	ku˨˦ vun˨˦	/adviser/consultant/
顧客	ku˨˦ kʰəʔᵏ	/client/customer/CL:位/
顧家	ku˨˦ kia	/to take care of one's family/
顧念	ku˨˦ niɛm˨˦	/to care for/to worry about/
顧惜	ku˨˦ siʔᵏ	/to take loving care of/to value/
顧愷之	ku˨˦ kʰai˥˧ tʃɨ	/Gu Kaizhi or Ku K'aichih (346-407), famous painter of Eastern Jin dynasty, one of the Four Great Painters of the Six Dynasties 六朝四大家/
顧此失彼	ku˨˦ tsʰɨ˥˧ ʃiʔᵗ pi˥˧	/lit. to attend to one thing and lose sight of another (idiom)/fig. to be unable to manage two or more things at once/cannot pay attention to one thing without neglecting the other/
顧盼	ku˨˦ pʰan˨˦	/to look around/to care for/
顧盼自雄	ku˨˦ pʰan˨˦ dzɨ˨˦ ɦyuŋ˩	/to strut about feeling complacent (idiom)/
顰	pʱin˩	/to scowl/to knit the brows/
顰眉	pʱin˩ mui˩	/to knit one's brows/to frown/
顱	lu˩	/forehead/skull/
顱骨	lu˩ kuʔᵗ	/skull (of a dead body)/
顴	kʱyuɛn˩	/cheek bones/
顴弓	kʱyuɛn˩ kyuŋ	/cheek bone/zygomatic arch (anatomy)/
顴骨	kʱyuɛn˩ kuʔᵗ	/zygomatic bone (cheek bone)/
颭	tʃiɛm˥˧	/to sway in the wind/
颭颭	tʃiɛm˥˧ tʃiɛm˥˧	/seems as if floating/
颮	pʰɒʔᵏ	/whirlwind/
颶	gy˨˦	/hurricane/
颸	sɨ	/cool breeze of autumn/
颻	jiɛw˩	/floating in the air/
颾	saw	/blowing of the wind/
飆	piɛw	/whirlwind/violent wind/
飆升	piɛw ʃiŋ	/to rise rapidly/to soar/
飆口水	piɛw kʰəw˥˧ ʂui˥˧	/gossip/idle chat/
飌	fuŋ	/old variant of 風|风/
飛	fi	/to fly/
飛來飛去	fi lai˩ fi kʰy˨˦	/to fly about/to fly hither and thither/to flit/to swarm/to spiral/
飛利浦	fi li˨˦ pʰu˥˧	/Philips (company)/
飛升	fi ʃiŋ	/to levitate heavenwards (a Daoist success)/to take off/to soar (of prices)/
飛地	fi di˨˦	/administrative enclave/land of one country enclosed within another/a salient/
飛天	fi tʰiɛn	/flying Apsara (Buddhist art)/
飛征	fi tʃiŋ	/birds and beasts/the beasts of the field and the birds of the air/same as 飛禽走獸|飞禽走兽/
飛快	fi kʰwai˨˦	/very fast/at lightning speed/(coll.) razor-sharp/
飛揚	fi jiɑŋ˩	/to rise/to fly upward/
飛撾	fi ʈʂwa	/ancient weapon with a tip like a grappling hook, thrown at enemy combatants in order to capture them/
飛昇	fi ʃiŋ	/to levitate heavenwards (a Daoist success)/to take off/to soar (of prices)/
飛機	fi kji	/airplane/CL:架/
飛機場	fi kji tʃʱiɑŋ˩	/airport/(slang) flat chest/CL:處|处/
飛機失事	fi kji ʃiʔᵗ ʂʱɨ˨˦	/plane crash/
飛機師	fi kji ʂɨ	/pilot/aviator/
飛沫	fi mwɔʔᵗ˩	/aerosol/spray/mist/splattered drops/spray from sneeze or saliva/
飛盤	fi pʱwɔn˩	/frisbee/
飛禽	fi kʱim˩	/birds/
飛禽走獸	fi kʱim˩ tsəw˥˧ ʃiw˨˦	/birds and animals/the beasts of the field and the birds of the air/
飛秒	fi miɛw˥˧	/femtosecond, fs, 10^-15 s/
飛紅	fi ɦuŋ˩	/to blush/
飛翔	fi sʱiɑŋ˩	/to circle in the air/to soar/
飛舞	fi vu˥˧	/to flutter/to dance in the breeze/
飛舟	fi tʃiw	/fast boat/
飛船	fi tʃʱyuɛn˩	/airship/spaceship/
飛行	fi ɦ(i)əŋ˩	/(of planes etc) to fly/flying/flight/aviation/
飛行甲板	fi ɦ(i)əŋ˩ kiaʔᵖ pan˥˧	/flight deck/
飛賊	fi dzəʔᵏ˩	/cat burglar/burglar who gains entrance by scaling walls/intruding enemy airman/air marauder/
飛跑	fi pʱaw˩	/to run like the wind/to rush/to gallop/
飛身	fi ʃin	/to move quickly/to vault/flying tackle/
飛身翻騰	fi ʃin fan tʱəŋ˩	/flying somersault/
飛輪	fi lyun˩	/flywheel/sprocket wheel/
飛輪海	fi lyun˩ hai˥˧	/Fahrenheit, Taiwan pop group, from 2005/
飛逝	fi ʃʱji˨˦	/(of time) to pass quickly/to be fleeting/
飛速	fi suʔᵏ	/flying speed/rapid (growth)/
飛雪	fi syuɛʔᵗ	/Flying Snow, a character in "Hero"/
飛馬	fi ma˥˧	/at the gallop/
飛馬座	fi ma˥˧ dz(w)ɔ˨˦	/Pegasus (constellation)/
飛馳	fi tʃʱi˩	/to speed/to rush/
飛魚	fi ŋy˩	/Exocet (missile)/
飛魚	fi ŋy˩	/flying fish/
飛魚座	fi ŋy˩ dz(w)ɔ˨˦	/Volans (constellation)/
飛鳥	fi niɛw˥˧	/bird/
飛鳥時代	fi niɛw˥˧ ʃʱɨ˩ dai˨˦	/Asuka Period in Japanese history (538-710 AD)/
飛鴿	fi kɔʔᵖ	/Flying Pigeon (famous bicycle brand, made in Tianjin since 1936)/
飛鷹	fi ʔiŋ	/eagle/
飛鼠	fi ʃy˥˧	/flying squirrel/(dialect) bat/
飜	fan	/variant of 翻/
飢	kji	/hungry/
飢寒交迫	kji ɦɑn˩ kiaw pəʔᵏ	/beset by hunger and cold (idiom)/starving and freezing/in desperate poverty/
飢腸轆轆	kji tʃʱiɑŋ˩ luʔᵏ˩ luʔᵏ˩	/stomach rumbling with hunger/
飢餓	kji ŋɔ˨˦	/hunger/starvation/famine/
飣	tiŋ˨˦	/display food for show only/sacrifice/
飤	sɨ˨˦	/old variant of 飼|饲/
飩	tʰun˨˦	/Chinese ravioli/
飪	ʒim˥˧	/cooked food/to cook (until ready)/
飫	ʔy˨˦	/full (as of eating)/
飭	tʃʰiʔᵏ	/keep in order/stern/to order/direct/
飱	sun	/variant of 飧/
飴	ji˩	/syrup/
飼	sɨ˨˦	/to raise/to rear/to feed/
飼槽	sɨ˨˦ tsʱaw˩	/feeding trough/
飼育	sɨ˨˦ jyuʔᵏ˩	/to rear (an animal)/
飼草	sɨ˨˦ tsʰaw˥˧	/forage grass/
飽	paw˥˧	/to eat till full/satisfied/
飽以老拳	paw˥˧ ji˥˧ law˥˧ kʱyuɛn˩	/to thump repeatedly with one's fist/
飽滿	paw˥˧ mwɔn˥˧	/full/plump/
飽綻	paw˥˧ ɖʐan˨˦	/to swell to bursting (after having eaten too much)/
飾	ʃiʔᵏ	/decoration/ornament/to decorate/to adorn/to hide/to conceal (a fault)/excuse (to hide a fault)/to play a role (in opera)/to impersonate/
飾品	ʃiʔᵏ pʰin˥˧	/ornament/item of jewelry/accessory/
飾巾	ʃiʔᵏ kin	/kerchief as head ornament/
飾帶	ʃiʔᵏ tai˨˦	/sash/streamer/
飾演	ʃiʔᵏ jiɛn˥˧	/to act/to play a part/
飾物	ʃiʔᵏ vuʔᵗ˩	/decorations/jewelry/
飾詞	ʃiʔᵏ sʱɨ˩	/excuse/pretext/
飾邊	ʃiʔᵏ piɛn	/ornamental border/
飾面	ʃiʔᵏ miɛn˨˦	/ornamental facing/veneer/
餁	ʒim˥˧	/variant of 飪|饪/
餅	piŋ˥˧	/round flat cake/cookie/cake/pastry/CL:張|张/
餅圖	piŋ˥˧ tʱu˩	/pie chart/
餅型圖	piŋ˥˧ ɦiŋ˩ tʱu˩	/pie chart/pie diagram/
餅子	piŋ˥˧ tsɨ˥˧	/maize or millet pancake/
餅屋	piŋ˥˧ ʔuʔᵏ	/bakery/
餅狀圖	piŋ˥˧ ɖʐwɑŋ˨˦ tʱu˩	/pie chart/
餅肥	piŋ˥˧ fʱi˩	/cake fertilizer/
餈	tsʱɨ˩	/fried rice cake/
餒	nui˥˧	/hungry/
餓	ŋɔ˨˦	/to be hungry/hungry/to starve (sb)/
餓死	ŋɔ˨˦ sɨ˥˧	/to starve to death/to be very hungry/
餓鬼	ŋɔ˨˦ kui˥˧	/sb who is always hungry/glutton/(Buddhism) hungry ghost/
餕	tsyun˨˦	/remains of a sacrifice or a meal/
餖	dəw˨˦	/to set out food/
餗	suʔᵏ	/pot of cooked rice/
餘	jy˩	/extra/surplus/remaining/remainder after division/(following numerical value) or more/in excess of (some number)/residue (math.)/after/I/me/
餘	jy˩	/surname Yu/
餘	jy˩	/variant of 餘|余, remainder/
餘光	jy˩ kwɑŋ	/(out of) the corner of one's eyes/peripheral vision/residual light/light of the setting sun/
餘割	jy˩ kɔʔᵗ	/cosecant (of angle), written cosec θ or csc θ/
餘力	jy˩ liʔᵏ˩	/energy left over (to do sth else)/
餘地	jy˩ di˨˦	/margin/leeway/
餘存	jy˩ tsʱun˩	/remainder/balance/
餘孽	jy˩ ŋiɛʔᵗ˩	/remaining evil element/surviving members (of evil former regime)/dregs (of colonial administration)/
餘年	jy˩ niɛn˩	/one's remaining years/
餘弦	jy˩ ɦiɛn˩	/(math.) cosine/
餘弧	jy˩ ɦu˩	/complementary arc/
餘悸	jy˩ gui˨˦	/lingering fear/
餘暉	jy˩ hui	/twilight/afterglow/
餘杭	jy˩ ɦɑŋ˩	/Yuhang district of Hangzhou city 杭州市, Zhejiang/
餘江	jy˩ kiɑŋ	/Yujiang county in Yingtan 鷹潭|鹰潭, Jiangxi/
餘熱	jy˩ ʒiɛʔᵗ˩	/residual heat/surplus heat/fig. old people's capacity for work/
餘碼	jy˩ ma˥˧	/excess code (i.e. the unused bits in binary-coded decimal)/
餘糧	jy˩ liɑŋ˩	/surplus grain/
餘緒	jy˩ sʱy'˨˦	/vestigial residue/a throwback (to a former age)/
餘缺	jy˩ kʰyuɛʔᵗ	/surplus and shortfall/
餘者	jy˩ tʃiɛ˥˧	/the remaining people/
餘角	jy˩ kiɒʔᵏ	/complementary angle (additional angle adding to 90 degrees)/
餘輝	jy˩ hui	/variant of 餘暉|余晖/
餘集	jy˩ dziʔᵖ˩	/complement of a set S (math.)/the set of all x not in set S/
餘韻	jy˩ jyun˨˦	/pleasant lingering effect/memorable stylishness/haunting tune/aftertaste (of a good wine etc)/
餘項	jy˩ ɦiɑŋ'˨˦	/remainder term (math)/remainder/residue/
餘額	jy˩ ŋəʔᵏ˩	/balance (of an account, bill etc)/surplus/remainder/
餫	jyun˨˦	/variant of 餛|馄/
餬	ɦu˩	/congee/making a living/
餬口	ɦu˩ kʰəw˥˧	/variant of 糊口/
餮	tʰiɛʔᵗ	/gluttonous/see 饕餮, zoomorphic mask motif/
餱	ɦəw˩	/dry provisions/
餹	tʱɑŋ˩	/old variant of 糖/
餺	pɒʔᵏ	/rice cake/
餻	kaw	/variant of 糕/
餼	hi˨˦	/grain ration/sacrificial victim/
餽	gui˨˦	/to make an offering to the gods/variant of 饋|馈/
餾	liw˨˦	/to distill/to break a liquid substance up into components by boiling/
餾	liw˨˦	/to steam/to cook in a steamer/to reheat cold food by steaming it/
饁	jiɛʔᵖ˩	/to carry food to laborers in the field/
饅	mwɔn˩	/steamed bread/
饅頭	mwɔn˩ tʱəw˩	/steamed roll/steamed bun/steamed bread/CL:個|个/
饇	ʔy˨˦	/to eat too much/to confer/
饉	gin˨˦	/time of famine or crop failure/
饋	gui˨˦	/food/to make a present/
饋贈	gui˨˦ dzəŋ˨˦	/to present (a gift) to (sb)/
饋送	gui˨˦ suŋ˨˦	/to present (a gift)/offering/to feed (a signal to a device, paper to a printer etc)/
饎	tʃʰɨ˨˦	/food/to cook/
饑	kji	/variant of 飢|饥/
饑荒	kji hwɑŋ	/crop failure/famine/debt/difficulty/
饕	tʰaw	/gluttonous/see 饕餮, zoomorphic mask motif/
饕客	tʰaw kʰəʔᵏ	/gourmand/
饕餮	tʰaw tʰiɛʔᵗ	/ferocious mythological animal, the fifth son of the dragon king/zoomorphic mask motif, found on Shang and Zhou ritual bronzes/gluttonous/sumptuous (banquet)/
饕餮之徒	tʰaw tʰiɛʔᵗ tʃɨ tʱu˩	/glutton/gourmand/by extension, person who is greedy for power, money, sex etc/
饕餮紋	tʰaw tʰiɛʔᵗ vun˩	/zoomorphic mask motif/
饘	tʃiɛn	/thick congee/
饙	fun	/to steam rice/
饞	ʈʂʱam˩	/gluttonous/greedy/to have a craving/
饞人	ʈʂʱam˩ ʒin˩	/to make one's mouth water/appetizing/greedy person/glutton/
饞鬼	ʈʂʱam˩ kui˥˧	/glutton/greedy/piggish/
馘	kwəʔᵏ	/cut off the left ear of the slain/
香	hiɑŋ	/fragrant/sweet smelling/aromatic/savory or appetizing/(to eat) with relish/(of sleep) sound/perfume or spice/joss or incense stick/CL:根/
香几	hiɑŋ ki˥˧	/a small table to accommodate an incense burner/
香味	hiɑŋ vi˨˦	/fragrance/bouquet/sweet smell/CL:股/
香嬌玉嫩	hiɑŋ kiɛw ŋyuʔᵏ˩ nun˨˦	/a beautiful woman/
香子蘭	hiɑŋ tsɨ˥˧ lan˩	/vanilla/Vanilla planifolia/
香客	hiɑŋ kʰəʔᵏ	/Buddhist pilgrim/Buddhist worshipper/
香山公園	hiɑŋ ʂan kuŋ jyuɛn˩	/Fragrant Hills Park, Beijing/
香木	hiɑŋ muʔᵏ˩	/incense wood/
香桂	hiɑŋ kui˨˦	/see 桂皮, Chinese cinnamon/
香案	hiɑŋ ʔɑn˨˦	/incense burner table/
香椿	hiɑŋ tʃʰyun	/Chinese toon (Toona sinensis), deciduous tree whose young leaves are used as a vegetable/
香櫞	hiɑŋ jyuɛn˩	/grapefruit/
香水	hiɑŋ ʂui˥˧	/perfume/cologne/
香河	hiɑŋ ɦɔ˩	/Xianghe county in Langfang 廊坊, Hebei/
香油	hiɑŋ jiw˩	/sesame oil/perfumed oil/
香洲	hiɑŋ tʃiw	/Xiangzhou district of Zhuhai city 珠海市, Guangdong/
香液	hiɑŋ jiʔᵏ˩	/perfume/balsam/
香港	hiɑŋ kiɑŋ˥˧	/Hong Kong/
香港人	hiɑŋ kiɑŋ˥˧ ʒin˩	/Hong Kong person or people/
香港基本法	hiɑŋ kiɑŋ˥˧ kji pun˥˧ faʔᵖ	/Hong Kong Basic Law (in effect since the resumption of Chinese sovereignty in 1997)/
香港島	hiɑŋ kiɑŋ˥˧ taw˥˧	/Hong Kong Island/
香港腳	hiɑŋ kiɑŋ˥˧ kiɒʔᵏ	/athlete's foot/
香港警察	hiɑŋ kiɑŋ˥˧ kiŋ˥˧ ʈʂʰaʔᵗ	/Hong Kong Police Force (since 1997)/
香港金融管理局	hiɑŋ kiɑŋ˥˧ kim jyuŋ˩ kwɔn˥˧ li˥˧ gyuʔᵏ˩	/Hong Kong Monetary Authority/
香火	hiɑŋ hwɔ˥˧	/incense burning in front of a temple/burning joss sticks/
香煙	hiɑŋ ʔiɛn	/cigarette/smoke from burning incense/CL:支,條|条/
香爐	hiɑŋ lu˩	/a censer (for burning incense)/incense burner/thurible/
香獐子	hiɑŋ tʃiɑŋ tsɨ˥˧	/musk deer (Moschus moschiferus)/
香瓜	hiɑŋ kwa	/cantaloupe melon/
香甜	hiɑŋ tʱiɛm˩	/fragrant and sweet/sound (sleep)/
香粉	hiɑŋ fun˥˧	/face powder/talcum powder/
香精	hiɑŋ tsiŋ	/seasoning/condiment/flavoring/dressing/essences/
香胰子	hiɑŋ ji˩ tsɨ˥˧	/toilet soap/
香脂	hiɑŋ tʃɨ	/balsam/face cream/
香腸	hiɑŋ tʃʱiɑŋ˩	/sausage/CL:根/
香艷	hiɑŋ jiɛm˨˦	/alluring/erotic/romantic/
香花	hiɑŋ hwa	/fragrant flower/fig. beneficial (of artworks etc)/
香茅	hiɑŋ maw˩	/lemon grass (Cymbopogon flexuosus)/
香茅醇	hiɑŋ maw˩ ʃʱyun˩	/citronellol (chemistry)/
香草	hiɑŋ tsʰaw˥˧	/aromatic herb/vanilla/alternative name for Eupatorium fortunei/(fig.) loyal and dependable person (old)/
香草精	hiɑŋ tsʰaw˥˧ tsiŋ	/vanilla/vanilla extract/methyl vanillin C8H8O3/
香草蘭	hiɑŋ tsʰaw˥˧ lan˩	/vanilla (Vanilla planifolia)/
香荽	hiɑŋ sui	/coriander/
香菜	hiɑŋ tsʰai˨˦	/coriander/cilantro/Coriandrum sativum/
香菰	hiɑŋ ku	/variant of 香菇/
香蒜醬	hiɑŋ swɔn˨˦ tsiɑŋ˨˦	/garlic sauce/pesto/
香蒲	hiɑŋ pʱu˩	/Typha orientalis/broadleaf cumbungi/bulrush/cattail/
香蕈	hiɑŋ dzin'˨˦	/shiitake (Lentinus edodes), an edible mushroom/
香薰	hiɑŋ hyun	/aromatherapy/
香辣椒	hiɑŋ laʔᵗ˩ tsiɛw	/all-spice (Pimenta dioica)/Jamaican pepper/
香酥	hiɑŋ su	/crisp-fried/
香醇	hiɑŋ ʃʱyun˩	/rich and mellow (flavor or aroma)/
香醋	hiɑŋ tsʰu˨˦	/aromatic vinegar/balsamic vinegar/
香閨	hiɑŋ kui	/a woman's rooms/
香附	hiɑŋ fʱu˨˦	/red nut sedge (Cyperus rotundus)/
香馥馥	hiɑŋ fuʔᵏ fuʔᵏ	/richly scented/strongly perfumed/
香鼬	hiɑŋ jiw˨˦	/mountain weasel/alpine weasel/
馡	fi	/fragrant/
馣	ʔam˥˧	/fragrant odor/
馥	fuʔᵏ	/fragrance/scent/aroma/
馥馥	fuʔᵏ fuʔᵏ	/strongly fragrant/heavily scented/same as 香馥馥/
馥鬱	fuʔᵏ ʔyʔᵗ	/strongly fragrant/heavily scented/
馨	hiŋ	/fragrant/
馨香	hiŋ hiɑŋ	/fragrance/fragrant (of incense)/
馬	ma˥˧	/surname Ma/abbr. for Malaysia 馬來西亞|马来西亚/
馬	ma˥˧	/horse/CL:匹/horse or cavalry piece in Chinese chess/knight in Western chess/
馬俊仁	ma˥˧ tsyun˨˦ ʒin˩	/Ma Junren (1944-), Chinese track coach/
馬克	ma˥˧ kʰəʔᵏ	/Mark (name)/
馬克宏	ma˥˧ kʰəʔᵏ ɦwəŋ˩	/(Tw) Emmanuel Macron (1977-), president of France from 2017/
馬克杯	ma˥˧ kʰəʔᵏ pui	/mug (loanword)/
馬克沁	ma˥˧ kʰəʔᵏ tsʰim˨˦	/Sir Hiram Maxim (1840-1916), American British inventor of the Maxim machine gun/
馬克筆	ma˥˧ kʰəʔᵏ piʔᵗ	/marker (loanword)/felt marker/
馬兜鈴科	ma˥˧ təw liŋ˩ kʰwɔ	/Aristolochiaceae (birthwort family of flowering plants, including ginger)/
馬兜鈴酸	ma˥˧ təw liŋ˩ swɔn	/aristolochic acid/
馬公	ma˥˧ kuŋ	/Makung city in Penghu county 澎湖縣|澎湖县 (Pescadores Islands), Taiwan/
馬六甲	ma˥˧ luʔᵏ˩ kiaʔᵖ	/Malacca or Melaka (town and state in Malaysia), also strait between Malaysia and Sumatra/
馬六甲海峽	ma˥˧ luʔᵏ˩ kiaʔᵖ hai˥˧ ɦiaʔᵖ˩	/Strait of Malacca/
馬具	ma˥˧ gy˨˦	/harness/
馬利	ma˥˧ li˨˦	/Mali (Tw)/
馬利基	ma˥˧ li˨˦ kji	/Maliki or Al-Maliki (name)/Nouri Kamel al-Maliki (1950-) prime minister of Iraq from 2006/
馬利筋	ma˥˧ li˨˦ kin	/tropical milkweed (Asclepias curassavica)/
馬到成功	ma˥˧ taw˨˦ tʃʱiŋ˩ kuŋ	/to win instant success (idiom)/
馬力	ma˥˧ liʔᵏ˩	/horsepower/
馬勃菌	ma˥˧ buʔᵗ˩ gyun'˨˦	/puffball (mushroom in the division Basidiomycota)/
馬勒	ma˥˧ ləʔᵏ˩	/Mahler (name)/Gustav Mahler (1860-1911), Austrian composer/
馬匹	ma˥˧ pʰiʔᵗ	/horse/
馬友友	ma˥˧ jiw˥˧ jiw˥˧	/Yo-Yo Ma (1955-), French-Chinese-American cellist/
馬口鐵	ma˥˧ kʰəw˥˧ tʰiɛʔᵗ	/tinplate/tin (tin-coated steel)/
馬國	ma˥˧ kwəʔᵏ	/Malaysia/
馬太	ma˥˧ tʰai˨˦	/Matthew (name)/
馬太溝	ma˥˧ tʰai˨˦ kəw	/Mataigou town in Pingluo county 平羅縣|平罗县, Shizuishan 石嘴山, Ningxia/
馬奶酒	ma˥˧ nai˥˧ tsiw˥˧	/kumis/horse milk wine/
馬子	ma˥˧ tsɨ˥˧	/(slang) girl/chick/babe/
馬子	ma˥˧ tsɨ˥˧	/bandit/brigand/gambling chip/see 馬桶|马桶/
馬家軍	ma˥˧ kia kyun	/the Ma clique of warlords in Gansu and Ningxia during the 1930s and 1940s/
馬尾	ma˥˧ vi˥˧	/Mawei district of Fuzhou city 福州市, Fujian/
馬尾	ma˥˧ vi˥˧	/ponytail (hairstyle)/horse's tail/slender fibers like horse's tail (applies to various plants)/
馬尾松	ma˥˧ vi˥˧ syuŋ	/Masson pine (Pinus massoniana, Chinese red pine, horsetail pine)/
馬尾水	ma˥˧ vi˥˧ ʂui˥˧	/Mawei river through Fuzhou city/
馬尾港	ma˥˧ vi˥˧ kiɑŋ˥˧	/Mawei harbor, the harbor of Fuzhou city/
馬尾軍港	ma˥˧ vi˥˧ kyun kiɑŋ˥˧	/Mawei naval base at Fuzhou city (in Qing times)/
馬尾辮	ma˥˧ vi˥˧ biɛn'˨˦	/ponytail/
馬山	ma˥˧ ʂan	/Mashan county in Nanning 南寧|南宁, Guangxi/
馬工枚速	ma˥˧ kuŋ mui˩ suʔᵏ	/Sima Xiangru is meticulous and Mei Gao is fast (idiom)/to each his good points/
馬布多	ma˥˧ pu˨˦ tɔ	/Maputo, capital of Mozambique (Tw)/
馬幫	ma˥˧ pɑŋ	/caravan of horses carrying goods/
馬年	ma˥˧ niɛn˩	/Year of the Horse (e.g. 2002)/
馬店	ma˥˧ tiɛm˨˦	/inn that also provides facilities for visitors' horses/
馬庫色	ma˥˧ kʰu˨˦ ʂəʔᵏ	/Marcuse (philosopher)/
馬德里	ma˥˧ təʔᵏ li˥˧	/Madrid, capital of Spain/
馬恩島	ma˥˧ ʔən taw˥˧	/Isle of Man, British Isles/Isle of Mann/
馬扎爾	ma˥˧ ʈʂaʔᵗ ɻ˥˧	/Magyar/Hungarian/
馬朱羅	ma˥˧ tʃy lɔ˩	/Majuro, capital of Marshall Islands/
馬村	ma˥˧ tsʰun	/Macun district of Jiaozuo city 焦作市, Henan/
馬林巴	ma˥˧ lim˩ pa	/marimba (loanword)/
馬榮	ma˥˧ jyuəŋ˩	/Mayon (volcano in Philippines)/
馬槽	ma˥˧ tsʱaw˩	/manger/
馬歇爾	ma˥˧ hiɛʔᵗ ɻ˥˧	/Marshall (name)/George Catlett Marshall (1880-1959), US general in WWII and Secretary of State 1947-1949, author of the postwar Marshall plan for Europe and Nobel peace laureate/
馬步	ma˥˧ bu˨˦	/horse stance (martial arts)/
馬洛	ma˥˧ lɒʔᵏ˩	/Marlow (name)/
馬海毛	ma˥˧ hai˥˧ maw˩	/mohair (loanword)/
馬熊	ma˥˧ ɦyuŋ˩	/brown bear/
馬燈	ma˥˧ təŋ	/barn lantern/kerosene lamp/
馬爾貝克	ma˥˧ ɻ˥˧ pui˨˦ kʰəʔᵏ	/Malbec (grape type)/
馬爾默	ma˥˧ ɻ˥˧ məʔᵏ˩	/Malmo (Malmo city, of Sweden)/
馬球	ma˥˧ kʱiw˩	/polo/
馬甲	ma˥˧ kiaʔᵖ	/corset/sockpuppet (Internet slang)/vest (dialect)/
馬科	ma˥˧ kʰwɔ	/Equidae/horse family/
馬竿	ma˥˧ kɑn	/lasso pole/blind man's stick/white stick/
馬糊	ma˥˧ ɦu˩	/variant of 馬虎|马虎/
馬糞紙	ma˥˧ fun˨˦ tʃɨ˥˧	/strawboard/
馬納馬	ma˥˧ naʔᵖ˩ ma˥˧	/Manama, capital of Bahrain/
馬群	ma˥˧ kʱyun˩	/herd of horses/
